gene,channel,species,divergence_mya,has_ortholog,ortholog_type,target_gene,target_symbol,identity,source_identity
CDKN1A,CellCycle,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845010320,ENSCAFP00845014150,28.2192,83.7398
CDKN1A,CellCycle,homo_sapiens,0,True,self,CDKN1A,,100.0,0
CDKN1B,CellCycle,saccharomyces_cerevisiae,1000,False,none,,,0,0
CDKN1B,CellCycle,drosophila_melanogaster,600,False,none,,,0,0
CDKN1B,CellCycle,caenorhabditis_elegans,600,False,none,,,0,0
CDKN1B,CellCycle,danio_rerio,450,True,ortholog_one2many,ENSDARG00000054271,ENSDARP00000070891,42.4581,38.3838
CDKN1B,CellCycle,xenopus_tropicalis,350,False,none,,,0,0
CDKN1B,CellCycle,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010021960,ENSGALP00010032184,54.1833,68.6869
CDKN1B,CellCycle,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000018225,ENSMODP00000022723,71.3568,71.7172
CDKN1B,CellCycle,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000003031,ENSMUSP00000065832,87.3096,86.8687
CDKN1B,CellCycle,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845023770,ENSCAFP00845032915,93.4343,93.4343
CDKN1B,CellCycle,homo_sapiens,0,True,self,CDKN1B,,100.0,0
CDKN2A,CellCycle,saccharomyces_cerevisiae,1000,False,none,,,0,0
CDKN2A,CellCycle,drosophila_melanogaster,600,False,none,,,0,0
CDKN2A,CellCycle,caenorhabditis_elegans,600,False,none,,,0,0
CDKN2A,CellCycle,danio_rerio,450,False,none,,,0,0
CDKN2A,CellCycle,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000005465,ENSXETP00000012023,50.4,40.3846
CDKN2A,CellCycle,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010001144,ENSGALP00010001152,56.1151,50
CDKN2A,CellCycle,monodelphis_domestica,180,False,none,,,0,0
CDKN2A,CellCycle,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000044303,ENSMUSP00000061847,57.7381,62.1795
CDKN2A,CellCycle,canis_lupus_familiaris,85,False,none,,,0,0
CDKN2A,CellCycle,homo_sapiens,0,True,self,CDKN2A,,100.0,0
CDKN2B,CellCycle,saccharomyces_cerevisiae,1000,False,none,,,0,0
CDKN2B,CellCycle,drosophila_melanogaster,600,False,none,,,0,0
CDKN2B,CellCycle,caenorhabditis_elegans,600,False,none,,,0,0
CDKN2B,CellCycle,danio_rerio,450,False,none,,,0,0
CDKN2B,CellCycle,xenopus_tropicalis,350,False,none,,,0,0
CDKN2B,CellCycle,gallus_gallus,300,False,none,,,0,0
CDKN2B,CellCycle,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000040122,ENSMODP00000046687,63.0435,63.0435
CDKN2B,CellCycle,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000073802,ENSMUSP00000095595,86.9231,81.8841
CDKN2B,CellCycle,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845016466,ENSCAFP00845022974,63.8418,81.8841
CDKN2B,CellCycle,homo_sapiens,0,True,self,CDKN2B,,100.0,0
MDM2,CellCycle,saccharomyces_cerevisiae,1000,False,none,,,0,0
MDM2,CellCycle,drosophila_melanogaster,600,False,none,,,0,0
MDM2,CellCycle,caenorhabditis_elegans,600,False,none,,,0,0
MDM2,CellCycle,danio_rerio,450,True,ortholog_one2one,ENSDARG00000033443,ENSDARP00000072320,47.1579,45.0704
MDM2,CellCycle,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000001434,ENSXETP00000113763,35.2645,56.338
MDM2,CellCycle,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010012683,ENSGALP00010017604,68.9441,67.002
MDM2,CellCycle,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000007219,ENSMODP00000008947,76.4463,74.4467
MDM2,CellCycle,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000020184,ENSMUSP00000020408,81.7996,80.4829
MDM2,CellCycle,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845016387,ENSCAFP00845022883,64.6199,88.9336
MDM2,CellCycle,homo_sapiens,0,True,self,MDM2,,100.0,0
MDM4,CellCycle,saccharomyces_cerevisiae,1000,False,none,,,0,0
MDM4,CellCycle,drosophila_melanogaster,600,False,none,,,0,0
MDM4,CellCycle,caenorhabditis_elegans,600,False,none,,,0,0
MDM4,CellCycle,danio_rerio,450,True,ortholog_one2one,ENSDARG00000057513,ENSDARP00000074651,48.7903,49.3878
MDM4,CellCycle,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000000035,ENSXETP00000000049,47.4227,46.9388
MDM4,CellCycle,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010027229,ENSGALP00010040278,54.2805,60.8163
MDM4,CellCycle,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000001605,ENSMODP00000001964,77.2541,76.9388
MDM4,CellCycle,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000054387,ENSMUSP00000068661,84.0816,84.0816
MDM4,CellCycle,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845023369,ENSCAFP00845032370,93.4959,93.8775
MDM4,CellCycle,homo_sapiens,0,True,self,MDM4,,100.0,0
MYC,CellCycle,saccharomyces_cerevisiae,1000,False,none,,,0,0
MYC,CellCycle,drosophila_melanogaster,600,False,none,,,0,0
MYC,CellCycle,caenorhabditis_elegans,600,False,none,,,0,0
MYC,CellCycle,danio_rerio,450,True,ortholog_one2many,ENSDARG00000007241,ENSDARP00000010970,61.3636,53.5242
MYC,CellCycle,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000025372,ENSXETP00000105231,58.7473,59.9119
MYC,CellCycle,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010007986,ENSGALP00010010581,69.2308,63.4361
MYC,CellCycle,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000001735,ENSMODP00000002125,77.2414,74.0088
MYC,CellCycle,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000022346,ENSMUSP00000022971,90.0881,90.0881
MYC,CellCycle,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845012475,ENSCAFP00845017481,92.2566,91.8502
MYC,CellCycle,homo_sapiens,0,True,self,MYC,,100.0,0
MYCN,CellCycle,saccharomyces_cerevisiae,1000,False,none,,,0,0
MYCN,CellCycle,drosophila_melanogaster,600,False,none,,,0,0
MYCN,CellCycle,caenorhabditis_elegans,600,False,none,,,0,0
MYCN,CellCycle,danio_rerio,450,True,ortholog_one2one,ENSDARG00000006837,ENSDARP00000026640,44.5328,48.2759
MYCN,CellCycle,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000015485,ENSXETP00000033800,57.9775,55.6034
MYCN,CellCycle,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010003652,ENSGALP00010004966,67.5737,64.2241
MYCN,CellCycle,monodelphis_domestica,180,False,none,,,0,0
MYCN,CellCycle,mus_musculus,90,True,ortholog_one2many,ENSMUSG00000037169,ENSMUSP00000045993,84.8485,84.4828
MYCN,CellCycle,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845016124,ENSCAFP00845022573,89.9787,90.9483
MYCN,CellCycle,homo_sapiens,0,True,self,MYCN,,100.0,0
RB1,CellCycle,saccharomyces_cerevisiae,1000,False,none,,,0,0
RB1,CellCycle,drosophila_melanogaster,600,True,ortholog_many2many,FBgn0015799,FBpp0070141,21.0651,19.181
RB1,CellCycle,caenorhabditis_elegans,600,True,ortholog_one2many,WBGene00003020,C32F10.2.1,17.4818,18.1034
RB1,CellCycle,danio_rerio,450,True,ortholog_one2one,ENSDARG00000006782,ENSDARP00000021737,54.5958,53.125
RB1,CellCycle,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000031493,ENSXETP00000066108,60.5993,58.8362
RB1,CellCycle,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010003900,ENSGALP00010005343,68.8008,72.9526
RB1,CellCycle,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000011168,ENSMODP00000013976,81.857,82.6509
RB1,CellCycle,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000022105,ENSMUSP00000022701,91.2052,90.5172
RB1,CellCycle,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845025645,ENSCAFP00845036721,91.5164,92.9957
RB1,CellCycle,homo_sapiens,0,True,self,RB1,,100.0,0
TP53,CellCycle,saccharomyces_cerevisiae,1000,False,none,,,0,0
TP53,CellCycle,drosophila_melanogaster,600,True,ortholog_one2many,FBgn0039044,FBpp0083753,15.1515,19.084
TP53,CellCycle,caenorhabditis_elegans,600,False,none,,,0,0
TP53,CellCycle,danio_rerio,450,True,ortholog_one2one,ENSDARG00000035559,ENSDARP00000116736,50.9485,47.8372
TP53,CellCycle,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000025055,ENSXETP00000053759,51.9337,47.8372
TP53,CellCycle,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010000434,ENSGALP00010000467,59.4872,29.5165
TP53,CellCycle,monodelphis_domestica,180,False,none,,,0,0
TP53,CellCycle,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000059552,ENSMUSP00000104298,77.9487,77.3537
TP53,CellCycle,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845024647,ENSCAFP00845034138,83.2021,80.6616
TP53,CellCycle,homo_sapiens,0,True,self,TP53,,100.0,0
ANKRD11,ChromatinRemodel,saccharomyces_cerevisiae,1000,False,none,,,0,0
ANKRD11,ChromatinRemodel,drosophila_melanogaster,600,False,none,,,0,0
ANKRD11,ChromatinRemodel,caenorhabditis_elegans,600,False,none,,,0,0
ANKRD11,ChromatinRemodel,danio_rerio,450,True,ortholog_one2one,ENSDARG00000051886,ENSDARP00000068084,49.3617,52.2719
ANKRD11,ChromatinRemodel,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000011277,ENSXETP00000099602,57.117,59.2189
ANKRD11,ChromatinRemodel,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010007975,ENSGALP00010010567,67.0678,69.0575
ANKRD11,ChromatinRemodel,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000003740,ENSMODP00000052688,72.1955,73.2257
ANKRD11,ChromatinRemodel,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000035569,ENSMUSP00000095938,78.5285,78.558
ANKRD11,ChromatinRemodel,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845002586,ENSCAFP00845003656,79.9544,79.0837
ANKRD11,ChromatinRemodel,homo_sapiens,0,True,self,ANKRD11,,100.0,0
ARID1A,ChromatinRemodel,saccharomyces_cerevisiae,1000,False,none,,,0,0
ARID1A,ChromatinRemodel,drosophila_melanogaster,600,True,ortholog_one2many,FBgn0261885,FBpp0088543,24.3741,28.9716
ARID1A,ChromatinRemodel,caenorhabditis_elegans,600,True,ortholog_one2many,WBGene00002717,C01G8.9c.1,24.7738,19.1685
ARID1A,ChromatinRemodel,danio_rerio,450,True,ortholog_one2many,ENSDARG00000101891,ENSDARP00000137640,61.8277,56.849
ARID1A,ChromatinRemodel,xenopus_tropicalis,350,True,ortholog_one2many,ENSXETG00000044298,ENSXETP00000104461,90.4762,9.14661
ARID1A,ChromatinRemodel,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010014301,ENSGALP00010020238,84.8924,84.5952
ARID1A,ChromatinRemodel,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000014380,ENSMODP00000017981,91.6335,80.5252
ARID1A,ChromatinRemodel,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000007880,ENSMUSP00000122354,96.2833,96.3676
ARID1A,ChromatinRemodel,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845011619,ENSCAFP00845016201,98.0298,97.9869
ARID1A,ChromatinRemodel,homo_sapiens,0,True,self,ARID1A,,100.0,0
ARID1B,ChromatinRemodel,saccharomyces_cerevisiae,1000,False,none,,,0,0
ARID1B,ChromatinRemodel,drosophila_melanogaster,600,True,ortholog_one2many,FBgn0261885,FBpp0088543,23.6745,27.1079
ARID1B,ChromatinRemodel,caenorhabditis_elegans,600,True,ortholog_one2many,WBGene00002717,C01G8.9c.1,25,18.6341
ARID1B,ChromatinRemodel,danio_rerio,450,True,ortholog_one2one,ENSDARG00000092503,ENSDARP00000139784,56.9274,50.9275
ARID1B,ChromatinRemodel,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000011226,ENSXETP00000096568,70.9567,69.7302
ARID1B,ChromatinRemodel,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010004101,ENSGALP00010005617,84.6851,82.7572
ARID1B,ChromatinRemodel,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000008068,ENSMODP00000046744,86.7612,77.3609
ARID1B,ChromatinRemodel,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000069729,ENSMUSP00000156119,92.5958,89.629
ARID1B,ChromatinRemodel,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845000636,ENSCAFP00845000811,90.868,93.1282
ARID1B,ChromatinRemodel,homo_sapiens,0,True,self,ARID1B,,100.0,0
ARID2,ChromatinRemodel,saccharomyces_cerevisiae,1000,False,none,,,0,0
ARID2,ChromatinRemodel,drosophila_melanogaster,600,True,ortholog_one2one,FBgn0042085,FBpp0085442,26.0664,23.9782
ARID2,ChromatinRemodel,caenorhabditis_elegans,600,True,ortholog_one2one,WBGene00007433,C08B11.3a.1,26.6077,18.0381
ARID2,ChromatinRemodel,danio_rerio,450,True,ortholog_one2one,ENSDARG00000007413,ENSDARP00000011701,61.8321,52.97
ARID2,ChromatinRemodel,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000014656,ENSXETP00000032105,76.2202,73.188
ARID2,ChromatinRemodel,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010013878,ENSGALP00010019654,82.7147,85.0136
ARID2,ChromatinRemodel,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000018527,ENSMODP00000058088,90.3595,90.4087
ARID2,ChromatinRemodel,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000033237,ENSMUSP00000093969,92.3961,92.0436
ARID2,ChromatinRemodel,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845028008,ENSCAFP00845038801,94.6638,96.6758
ARID2,ChromatinRemodel,homo_sapiens,0,True,self,ARID2,,100.0,0
BCOR,ChromatinRemodel,saccharomyces_cerevisiae,1000,False,none,,,0,0
BCOR,ChromatinRemodel,drosophila_melanogaster,600,True,ortholog_one2many,FBgn0036814,FBpp0074851,13.7365,16.6952
BCOR,ChromatinRemodel,caenorhabditis_elegans,600,False,none,,,0,0
BCOR,ChromatinRemodel,danio_rerio,450,True,ortholog_one2one,ENSDARG00000017798,ENSDARP00000092882,38.0846,38.9744
BCOR,ChromatinRemodel,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000015528,ENSXETP00000033902,53.9419,51.8519
BCOR,ChromatinRemodel,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010002571,ENSGALP00010003695,69.7555,69.9145
BCOR,ChromatinRemodel,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000021102,ENSMODP00000026383,77.1196,75.6695
BCOR,ChromatinRemodel,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000040363,ENSMUSP00000111175,88.7436,88.9459
BCOR,ChromatinRemodel,canis_lupus_familiaris,85,True,ortholog_one2many,ENSCAFG00845026046,ENSCAFP00845036448,92.8328,92.9915
BCOR,ChromatinRemodel,homo_sapiens,0,True,self,BCOR,,100.0,0
CREBBP,ChromatinRemodel,saccharomyces_cerevisiae,1000,False,none,,,0,0
CREBBP,ChromatinRemodel,drosophila_melanogaster,600,True,ortholog_one2many,FBgn0261617,FBpp0291862,32.1755,43.2432
CREBBP,ChromatinRemodel,caenorhabditis_elegans,600,True,ortholog_many2many,WBGene00010545,K03H1.10.2,43.7888,5.77396
CREBBP,ChromatinRemodel,danio_rerio,450,True,ortholog_one2many,ENSDARG00000104609,ENSDARP00000135614,67.8161,65.2334
CREBBP,ChromatinRemodel,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000010317,ENSXETP00000022709,77.0876,76.7404
CREBBP,ChromatinRemodel,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010016508,ENSGALP00010023019,87.945,89.0254
CREBBP,ChromatinRemodel,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000016396,ENSMODP00000020486,90.0651,90.5815
CREBBP,ChromatinRemodel,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000022521,ENSMUSP00000023165,95.9033,95.864
CREBBP,ChromatinRemodel,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845001617,ENSCAFP00845002277,95.4097,91.0729
CREBBP,ChromatinRemodel,homo_sapiens,0,True,self,CREBBP,,100.0,0
EP300,ChromatinRemodel,saccharomyces_cerevisiae,1000,False,none,,,0,0
EP300,ChromatinRemodel,drosophila_melanogaster,600,True,ortholog_one2many,FBgn0261617,FBpp0291862,32.1755,43.7448
EP300,ChromatinRemodel,caenorhabditis_elegans,600,True,ortholog_many2many,WBGene00010545,K03H1.10.2,43.7888,5.84093
EP300,ChromatinRemodel,danio_rerio,450,True,ortholog_one2many,ENSDARG00000061108,ENSDARP00000129212,57.1319,61.889
EP300,ChromatinRemodel,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000022974,ENSXETP00000049703,72.9535,75.3107
EP300,ChromatinRemodel,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010012865,ENSGALP00010017904,84.5714,85.8326
EP300,ChromatinRemodel,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000013073,ENSMODP00000037998,82.9258,84.2999
EP300,ChromatinRemodel,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000055024,ENSMUSP00000066789,93.9884,93.9105
EP300,ChromatinRemodel,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845018383,ENSCAFP00845025456,95.9259,96.5617
EP300,ChromatinRemodel,homo_sapiens,0,True,self,EP300,,100.0,0
H3C7,ChromatinRemodel,saccharomyces_cerevisiae,1000,False,none,,,0,0
H3C7,ChromatinRemodel,drosophila_melanogaster,600,True,ortholog_one2many,FBgn0053812,FBpp0091058,99.2647,99.2647
H3C7,ChromatinRemodel,caenorhabditis_elegans,600,True,ortholog_many2many,WBGene00001880,F45F2.13.1,97.0588,97.0588
H3C7,ChromatinRemodel,danio_rerio,450,True,ortholog_many2many,ENSDARG00000110909,ENSDARP00000154015,98.5294,98.5294
H3C7,ChromatinRemodel,xenopus_tropicalis,350,False,none,,,0,0
H3C7,ChromatinRemodel,gallus_gallus,300,True,ortholog_one2many,ENSGALG00010013592,ENSGALP00010019354,99.2647,99.2647
H3C7,ChromatinRemodel,monodelphis_domestica,180,False,none,,,0,0
H3C7,ChromatinRemodel,mus_musculus,90,False,none,,,0,0
H3C7,ChromatinRemodel,canis_lupus_familiaris,85,False,none,,,0,0
H3C7,ChromatinRemodel,homo_sapiens,0,True,self,H3C7,,100.0,0
KDM6A,ChromatinRemodel,saccharomyces_cerevisiae,1000,True,ortholog_one2many,YBR112C,YBR112C,25.2588,16.7928
KDM6A,ChromatinRemodel,drosophila_melanogaster,600,True,ortholog_one2many,FBgn0260749,FBpp0079664,47.4472,37.0957
KDM6A,ChromatinRemodel,caenorhabditis_elegans,600,True,ortholog_many2many,WBGene00017046,D2021.1a.1,34.4677,27.1851
KDM6A,ChromatinRemodel,danio_rerio,450,True,ortholog_one2many,ENSDARG00000061759,ENSDARP00000116325,77.8417,74.4666
KDM6A,ChromatinRemodel,xenopus_tropicalis,350,True,ortholog_one2many,ENSXETG00000004822,ENSXETP00000083263,88.3162,88.4377
KDM6A,ChromatinRemodel,gallus_gallus,300,True,ortholog_one2many,ENSGALG00010011421,ENSGALP00010015581,93.2285,93.8059
KDM6A,ChromatinRemodel,monodelphis_domestica,180,True,ortholog_one2many,ENSMODG00000021087,ENSMODP00000052354,95.3168,95.2512
KDM6A,ChromatinRemodel,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000037369,ENSMUSP00000045862,97.359,93.8747
KDM6A,ChromatinRemodel,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845028572,ENSCAFP00845039849,99.0365,99.0365
KDM6A,ChromatinRemodel,homo_sapiens,0,True,self,KDM6A,,100.0,0
KMT2A,ChromatinRemodel,saccharomyces_cerevisiae,1000,False,none,,,0,0
KMT2A,ChromatinRemodel,drosophila_melanogaster,600,True,ortholog_many2many,FBgn0037841,FBpp0112128,21.9331,1.4854
KMT2A,ChromatinRemodel,caenorhabditis_elegans,600,True,ortholog_many2many,WBGene00018023,F34D6.4.1,23.0216,1.61128
KMT2A,ChromatinRemodel,danio_rerio,450,False,none,,,0,0
KMT2A,ChromatinRemodel,xenopus_tropicalis,350,True,ortholog_one2one,ENSXETG00000010087,ENSXETP00000106433,63.5655,61.5811
KMT2A,ChromatinRemodel,gallus_gallus,300,True,ortholog_one2one,ENSGALG00010024242,ENSGALP00010036102,80.8719,77.0645
KMT2A,ChromatinRemodel,monodelphis_domestica,180,True,ortholog_one2one,ENSMODG00000013474,ENSMODP00000016853,87.3236,84.1138
KMT2A,ChromatinRemodel,mus_musculus,90,True,ortholog_one2one,ENSMUSG00000002028,ENSMUSP00000110337,91.2254,91.0876
KMT2A,ChromatinRemodel,canis_lupus_familiaris,85,True,ortholog_one2one,ENSCAFG00845002141,ENSCAFP00845003195,95.4948,94.9899
KMT2A,ChromatinRemodel,homo_sapiens,0,True,self,KMT2A,,100.0,0
KMT2B,ChromatinRemodel,saccharomyces_cerevisiae,1000,True,ortholog_one2many,YHR119W,YHR119W,9.07407,3.60958
KMT2B,ChromatinRemodel,drosophila_melanogaster,600,True,ortholog_many2many,FBgn0037841,FBpp0112128,21.1896,2.09945
KMT2B,ChromatinRemodel,caenorhabditis_elegans,600,True,ortholog_many2many,WBGene00018023,F34D6.4.1,22.3022,2.28361
KMT2B,ChromatinRemodel,danio_rerio,450,False,none,,,0,0
